,Tipo,Operación,Provincia,Vendedor
1929,Industrial,Alquiler,Tarragona,Pedro
1930,Casa,Alquiler,Tarragona,Jesús
1931,Local,Venta,Girona,María
1932,Industrial,Alquiler,Barcelona,Luisa
1933,Industrial,Alquiler,Tarragona,Carmen
1934,Industrial,Alquiler,Tarragona,Carmen
1935,Piso,Venta,Barcelona,Luisa
1936,Suelo,Venta,Girona,Luisa
1937,Local,Venta,Tarragona,Carmen
1938,Industrial,Alquiler,Girona,Carmen
1939,Industrial,Venta,Girona,Pedro
1940,Casa,Venta,Lleida,María
1941,Oficina,Alquiler,Girona,Pedro
1942,Oficina,Venta,Lleida,Jesús
1943,Local,Alquiler,Girona,Jesús
1944,Local,Venta,Lleida,Luisa
1945,Piso,Alquiler,Barcelona,Joaquín
1946,Piso,Alquiler,Lleida,Carmen
1947,Casa,Alquiler,Barcelona,Pedro
1948,Piso,Venta,Barcelona,Luisa
1949,Industrial,Venta,Barcelona,Luisa
1950,Industrial,Alquiler,Girona,Jesús
1951,Casa,Alquiler,Lleida,María
1952,Parking,Alquiler,Girona,Jesús
1953,Industrial,Venta,Lleida,Joaquín
1954,Casa,Venta,Barcelona,María
1955,Industrial,Venta,Girona,Pedro
1956,Oficina,Alquiler,Barcelona,Luisa
1957,Parking,Alquiler,Lleida,Joaquín
1958,Casa,Venta,Tarragona,María
1959,Industrial,Venta,Tarragona,María
1960,Suelo,Venta,Barcelona,Pedro
1961,Suelo,Venta,Barcelona,Carmen
1962,Oficina,Alquiler,Tarragona,Joaquín
1963,Piso,Venta,Girona,María
1964,Parking,Alquiler,Lleida,Pedro
1965,Local,Venta,Barcelona,Luisa
1966,Casa,Venta,Lleida,Pedro
1967,Local,Venta,Lleida,Jesús
1968,Piso,Venta,Barcelona,María
1969,Casa,Venta,Barcelona,María
1970,Oficina,Alquiler,Girona,Joaquín
1971,Casa,Alquiler,Tarragona,María
1972,Parking,Venta,Girona,María
1973,Parking,Alquiler,Girona,Luisa
1974,Suelo,Alquiler,Barcelona,Jesús
1975,Local,Venta,Barcelona,Carmen
1976,Local,Alquiler,Tarragona,Luisa
1977,Casa,Venta,Tarragona,Pedro
1978,Industrial,Alquiler,Barcelona,María
1979,Local,Venta,Lleida,Carmen
1980,Local,Alquiler,Girona,Joaquín
1981,Piso,Venta,Barcelona,Luisa
1982,Suelo,Alquiler,Barcelona,Luisa
1983,Oficina,Venta,Tarragona,Luisa
1984,Piso,Venta,Tarragona,Pedro
1985,Oficina,Alquiler,Barcelona,Joaquín
1986,Parking,Alquiler,Girona,Jesús
1987,Industrial,Alquiler,Girona,María
1988,Casa,Venta,Barcelona,Jesús
1989,Suelo,Alquiler,Tarragona,Joaquín
1990,Oficina,Venta,Tarragona,Jesús
1991,Industrial,Venta,Lleida,Luisa
1992,Local,Venta,Girona,Jesús
1993,Casa,Venta,Girona,Luisa
1994,Local,Alquiler,Barcelona,Pedro
1995,Industrial,Venta,Tarragona,Luisa
1996,Casa,Venta,Tarragona,Jesús
1997,Local,Venta,Tarragona,Luisa
1998,Piso,Venta,Tarragona,Pedro
1999,Oficina,Venta,Tarragona,Pedro
2000,Suelo,Venta,Barcelona,Joaquín
2001,Casa,Venta,Barcelona,María
2002,Piso,Alquiler,Tarragona,María
2003,Oficina,Alquiler,Barcelona,María
2004,Industrial,Alquiler,Lleida,Luisa
2005,Parking,Venta,Girona,Jesús
2006,Oficina,Alquiler,Barcelona,Pedro
2007,Casa,Alquiler,Barcelona,Jesús
2008,Parking,Alquiler,Tarragona,Pedro
2009,Piso,Venta,Barcelona,Luisa
2010,Oficina,Venta,Lleida,Carmen
2011,Piso,Venta,Tarragona,Jesús
2012,Casa,Alquiler,Lleida,Pedro
2013,Oficina,Alquiler,Girona,Carmen
2014,Parking,Venta,Girona,María
2015,Casa,Alquiler,Girona,Jesús
2016,Parking,Alquiler,Barcelona,María
2017,Industrial,Venta,Barcelona,Joaquín
2018,Parking,Alquiler,Tarragona,Jesús
2019,Piso,Alquiler,Lleida,Pedro
2020,Oficina,Alquiler,Lleida,Jesús
2021,Industrial,Venta,Tarragona,Carmen
2022,Local,Venta,Girona,Luisa
2023,Casa,Alquiler,Girona,Joaquín
2024,Local,Alquiler,Lleida,Luisa
2025,Oficina,Alquiler,Barcelona,Joaquín
2026,Industrial,Venta,Girona,Carmen
2027,Local,Venta,Barcelona,María
2028,Local,Alquiler,Barcelona,Carmen
2029,Casa,Alquiler,Barcelona,Luisa
2030,Parking,Venta,Lleida,Luisa
2031,Industrial,Venta,Girona,María
2032,Casa,Alquiler,Girona,María
2033,Casa,Alquiler,Girona,Luisa
2034,Industrial,Venta,Lleida,Joaquín
2035,Parking,Venta,Barcelona,María
2036,Local,Venta,Barcelona,Pedro
2037,Local,Alquiler,Barcelona,María
2038,Parking,Venta,Barcelona,Joaquín
2039,Oficina,Alquiler,Lleida,Joaquín
2040,Industrial,Venta,Tarragona,María
2041,Suelo,Venta,Barcelona,María
2042,Casa,Alquiler,Girona,María
2043,Suelo,Alquiler,Lleida,Jesús
2044,Piso,Alquiler,Tarragona,Joaquín
2045,Industrial,Alquiler,Girona,Luisa
2046,Piso,Alquiler,Barcelona,Luisa
2047,Local,Venta,Tarragona,Pedro
2048,Casa,Venta,Barcelona,Jesús
2049,Casa,Alquiler,Barcelona,María
2050,Parking,Venta,Tarragona,María
2051,Industrial,Alquiler,Girona,Jesús
2052,Oficina,Venta,Girona,María
2053,Oficina,Venta,Tarragona,Luisa
2054,Industrial,Alquiler,Barcelona,Jesús
2055,Piso,Alquiler,Girona,Jesús
2056,Industrial,Alquiler,Barcelona,María
2057,Industrial,Alquiler,Tarragona,Luisa
2058,Oficina,Alquiler,Barcelona,Luisa
2059,Oficina,Venta,Barcelona,María
2060,Suelo,Venta,Lleida,Jesús
2061,Local,Alquiler,Lleida,Jesús
2062,Suelo,Venta,Barcelona,María
2063,Industrial,Alquiler,Barcelona,Luisa
2064,Casa,Venta,Tarragona,Pedro
2065,Local,Alquiler,Girona,Carmen
2066,Oficina,Alquiler,Lleida,Joaquín
2067,Local,Alquiler,Lleida,Luisa
2068,Oficina,Alquiler,Barcelona,Joaquín
2069,Suelo,Venta,Barcelona,Joaquín
2070,Oficina,Alquiler,Lleida,Carmen
2071,Casa,Venta,Barcelona,Jesús
2072,Casa,Venta,Girona,María
2073,Industrial,Venta,Barcelona,Pedro
2074,Local,Venta,Lleida,Joaquín
2075,Piso,Venta,Barcelona,Carmen
2076,Industrial,Alquiler,Lleida,Jesús
2077,Oficina,Alquiler,Barcelona,Carmen
2078,Industrial,Alquiler,Barcelona,Pedro
2079,Suelo,Venta,Girona,María
2080,Local,Venta,Girona,Luisa
2081,Piso,Alquiler,Tarragona,María
2082,Piso,Venta,Girona,María
2083,Parking,Alquiler,Girona,María
2084,Industrial,Venta,Girona,María
2085,Local,Alquiler,Girona,Pedro
2086,Parking,Alquiler,Barcelona,Pedro
2087,Industrial,Venta,Lleida,Luisa
2088,Suelo,Alquiler,Tarragona,Pedro
2089,Suelo,Alquiler,Lleida,Jesús
2090,Suelo,Venta,Lleida,Carmen
2091,Suelo,Venta,Girona,Pedro
2092,Industrial,Alquiler,Tarragona,María
2093,Casa,Alquiler,Girona,Pedro
2094,Local,Venta,Lleida,María
2095,Local,Alquiler,Lleida,Jesús
2096,Local,Alquiler,Tarragona,Carmen
2097,Oficina,Alquiler,Girona,Luisa
2098,Local,Venta,Lleida,Luisa
2099,Casa,Venta,Lleida,Joaquín
2100,Piso,Venta,Tarragona,María
2101,Local,Venta,Tarragona,Carmen
2102,Casa,Alquiler,Tarragona,Joaquín
2103,Oficina,Venta,Barcelona,Joaquín
2104,Oficina,Alquiler,Lleida,Pedro
2105,Parking,Alquiler,Tarragona,Jesús
2106,Industrial,Venta,Lleida,Jesús
2107,Oficina,Venta,Tarragona,Pedro
2108,Casa,Venta,Lleida,María
2109,Suelo,Alquiler,Barcelona,Pedro
2110,Oficina,Venta,Lleida,Luisa
2111,Parking,Venta,Tarragona,Joaquín
2112,Oficina,Venta,Lleida,Joaquín
2113,Oficina,Alquiler,Lleida,Luisa
2114,Casa,Alquiler,Tarragona,Pedro
2115,Parking,Alquiler,Tarragona,Jesús
2116,Suelo,Alquiler,Lleida,Luisa
2117,Industrial,Venta,Lleida,Jesús
2118,Suelo,Alquiler,Girona,Pedro
2119,Oficina,Alquiler,Girona,Carmen
2120,Industrial,Alquiler,Tarragona,Joaquín
2121,Oficina,Alquiler,Girona,Pedro
2122,Local,Venta,Barcelona,Jesús
2123,Parking,Venta,Lleida,Luisa
2124,Casa,Venta,Barcelona,Carmen
2125,Piso,Venta,Barcelona,María
2126,Piso,Venta,Lleida,Pedro
2127,Parking,Venta,Lleida,María
2128,Casa,Alquiler,Barcelona,Luisa
2129,Piso,Venta,Lleida,Jesús
2130,Oficina,Alquiler,Tarragona,Joaquín
2131,Suelo,Alquiler,Tarragona,Carmen
2132,Casa,Venta,Barcelona,Joaquín
2133,Parking,Venta,Lleida,Carmen
2134,Industrial,Alquiler,Tarragona,Carmen
2135,Piso,Venta,Tarragona,Jesús
2136,Local,Venta,Tarragona,Joaquín
2137,Parking,Venta,Girona,Pedro
2138,Industrial,Alquiler,Lleida,Pedro
2139,Piso,Alquiler,Lleida,Luisa
2140,Industrial,Alquiler,Lleida,Carmen
2141,Suelo,Alquiler,Tarragona,Carmen
2142,Parking,Alquiler,Tarragona,María
2143,Piso,Alquiler,Tarragona,Pedro
2144,Oficina,Venta,Tarragona,Jesús
2145,Piso,Venta,Tarragona,María
2146,Casa,Venta,Barcelona,Jesús
2147,Oficina,Alquiler,Tarragona,Carmen
2148,Oficina,Alquiler,Barcelona,Jesús
2149,Industrial,Alquiler,Barcelona,Pedro
2150,Local,Venta,Lleida,Pedro
2151,Piso,Venta,Barcelona,Jesús
2152,Parking,Venta,Barcelona,María
2153,Oficina,Venta,Girona,Carmen
2154,Industrial,Alquiler,Girona,Carmen
2155,Industrial,Alquiler,Tarragona,María
2156,Casa,Venta,Tarragona,María
2157,Casa,Venta,Tarragona,Joaquín
2158,Oficina,Venta,Barcelona,Jesús
2159,Piso,Alquiler,Tarragona,Joaquín
2160,Parking,Venta,Lleida,Luisa
2161,Piso,Alquiler,Barcelona,María
2162,Piso,Alquiler,Lleida,María
2163,Oficina,Venta,Tarragona,Joaquín
2164,Casa,Venta,Barcelona,Joaquín
2165,Parking,Alquiler,Girona,Luisa
2166,Suelo,Venta,Barcelona,María
2167,Piso,Alquiler,Tarragona,Jesús
2168,Suelo,Venta,Tarragona,Luisa
2169,Parking,Alquiler,Tarragona,Joaquín
2170,Industrial,Alquiler,Barcelona,Luisa
2171,Industrial,Alquiler,Lleida,Pedro
2172,Oficina,Venta,Tarragona,Joaquín
2173,Suelo,Venta,Lleida,Joaquín
2174,Casa,Alquiler,Lleida,Luisa
2175,Suelo,Alquiler,Tarragona,María
2176,Suelo,Alquiler,Barcelona,Jesús
2177,Industrial,Venta,Girona,Pedro
2178,Oficina,Venta,Girona,María
2179,Piso,Alquiler,Tarragona,Pedro
2180,Suelo,Venta,Lleida,Joaquín
2181,Industrial,Venta,Tarragona,Carmen
2182,Local,Venta,Tarragona,Joaquín
2183,Suelo,Alquiler,Tarragona,Luisa
2184,Local,Alquiler,Girona,Luisa
2185,Parking,Alquiler,Barcelona,Jesús
2186,Industrial,Alquiler,Tarragona,Pedro
2187,Oficina,Venta,Girona,Pedro
2188,Local,Venta,Girona,Pedro
2189,Piso,Venta,Tarragona,Luisa
2190,Casa,Alquiler,Tarragona,Carmen
2191,Casa,Venta,Lleida,Luisa
2192,Parking,Alquiler,Barcelona,Luisa
2193,Local,Alquiler,Tarragona,Carmen
2194,Casa,Venta,Lleida,Joaquín
2195,Oficina,Alquiler,Barcelona,Carmen
2196,Oficina,Venta,Lleida,Jesús
2197,Local,Venta,Barcelona,Pedro
2198,Industrial,Venta,Tarragona,Pedro
2199,Casa,Venta,Girona,María
2200,Industrial,Alquiler,Barcelona,Luisa
2201,Parking,Venta,Barcelona,Pedro
2202,Casa,Alquiler,Tarragona,Jesús
2203,Industrial,Alquiler,Tarragona,Luisa
2204,Industrial,Venta,Lleida,Joaquín
2205,Casa,Venta,Girona,Pedro
2206,Casa,Venta,Barcelona,Carmen
2207,Industrial,Venta,Tarragona,Joaquín
2208,Oficina,Venta,Tarragona,Joaquín
2209,Local,Alquiler,Lleida,Pedro
2210,Local,Venta,Lleida,María
2211,Local,Venta,Barcelona,Jesús
2212,Suelo,Alquiler,Girona,Luisa
2213,Industrial,Venta,Girona,Carmen
2214,Suelo,Alquiler,Lleida,Luisa
2215,Casa,Alquiler,Girona,Carmen
2216,Local,Venta,Tarragona,María
2217,Casa,Alquiler,Barcelona,Luisa
2218,Oficina,Alquiler,Lleida,Carmen
2219,Suelo,Alquiler,Lleida,Luisa
2220,Parking,Alquiler,Girona,Jesús
2221,Industrial,Venta,Girona,María
2222,Piso,Alquiler,Girona,María
2223,Parking,Venta,Barcelona,Jesús
2224,Suelo,Venta,Tarragona,Luisa
2225,Oficina,Alquiler,Girona,Luisa
2226,Casa,Venta,Girona,Pedro
2227,Suelo,Venta,Tarragona,Pedro
2228,Local,Alquiler,Lleida,Pedro
2229,Local,Alquiler,Girona,María
2230,Industrial,Alquiler,Girona,Luisa
2231,Parking,Venta,Barcelona,Luisa
2232,Suelo,Alquiler,Girona,Pedro
2233,Oficina,Alquiler,Barcelona,Carmen
2234,Suelo,Venta,Barcelona,Joaquín
2235,Piso,Venta,Tarragona,Carmen
2236,Industrial,Venta,Tarragona,María
2237,Casa,Alquiler,Lleida,Luisa
2238,Oficina,Alquiler,Tarragona,Joaquín
2239,Casa,Venta,Girona,Jesús
2240,Suelo,Alquiler,Girona,Joaquín
2241,Industrial,Venta,Tarragona,Luisa
2242,Piso,Alquiler,Barcelona,Pedro
2243,Casa,Alquiler,Girona,Joaquín
2244,Parking,Alquiler,Barcelona,Pedro
2245,Industrial,Alquiler,Girona,Luisa
2246,Industrial,Alquiler,Tarragona,Joaquín
2247,Casa,Venta,Barcelona,Carmen
2248,Suelo,Venta,Girona,María
2249,Industrial,Alquiler,Barcelona,Carmen
2250,Casa,Alquiler,Girona,Pedro
2251,Parking,Venta,Lleida,Pedro
2252,Piso,Venta,Tarragona,Carmen
2253,Oficina,Alquiler,Tarragona,Joaquín
2254,Oficina,Alquiler,Lleida,María
2255,Industrial,Alquiler,Barcelona,Joaquín
2256,Piso,Alquiler,Girona,Jesús
2257,Parking,Alquiler,Barcelona,María
2258,Oficina,Alquiler,Girona,Carmen
2259,Oficina,Alquiler,Barcelona,Joaquín
2260,Industrial,Alquiler,Lleida,Jesús
2261,Piso,Venta,Tarragona,Luisa
2262,Casa,Alquiler,Tarragona,Carmen
2263,Industrial,Alquiler,Lleida,Pedro
2264,Local,Alquiler,Tarragona,Joaquín
2265,Oficina,Venta,Girona,Luisa
2266,Local,Venta,Barcelona,Jesús
2267,Parking,Alquiler,Girona,Carmen
2268,Industrial,Venta,Tarragona,María
2269,Oficina,Venta,Girona,Jesús
2270,Local,Alquiler,Girona,Jesús
2271,Local,Alquiler,Tarragona,Carmen
2272,Piso,Alquiler,Tarragona,Pedro
2273,Parking,Alquiler,Lleida,María
2274,Suelo,Venta,Tarragona,Joaquín
2275,Casa,Alquiler,Barcelona,Joaquín
2276,Oficina,Venta,Girona,Carmen
2277,Oficina,Alquiler,Tarragona,Pedro
2278,Oficina,Venta,Tarragona,Joaquín
2279,Parking,Alquiler,Tarragona,Carmen
2280,Suelo,Alquiler,Barcelona,María
2281,Casa,Venta,Tarragona,Jesús
2282,Oficina,Alquiler,Girona,Pedro
2283,Local,Alquiler,Girona,María
2284,Piso,Venta,Girona,María
2285,Local,Venta,Lleida,Joaquín
2286,Suelo,Venta,Tarragona,Carmen
2287,Industrial,Venta,Girona,Joaquín
2288,Industrial,Venta,Barcelona,María
2289,Piso,Venta,Lleida,Luisa
2290,Piso,Venta,Girona,Joaquín
2291,Suelo,Venta,Barcelona,Joaquín
2292,Local,Venta,Tarragona,Carmen
2293,Suelo,Venta,Tarragona,Luisa
2294,Local,Venta,Barcelona,Jesús
2295,Casa,Alquiler,Tarragona,Jesús
2296,Casa,Alquiler,Lleida,Joaquín
2297,Oficina,Venta,Tarragona,Jesús
2298,Industrial,Alquiler,Girona,Jesús
2299,Oficina,Venta,Tarragona,María
2300,Casa,Alquiler,Tarragona,Jesús
2301,Suelo,Alquiler,Tarragona,Jesús
2302,Industrial,Alquiler,Girona,Pedro
2303,Local,Venta,Barcelona,María
2304,Casa,Alquiler,Barcelona,Carmen
2305,Piso,Venta,Lleida,Jesús
2306,Local,Alquiler,Tarragona,María
2307,Local,Alquiler,Lleida,Carmen
2308,Parking,Venta,Tarragona,Joaquín
2309,Suelo,Venta,Girona,Joaquín
2310,Suelo,Alquiler,Girona,Pedro
2311,Parking,Alquiler,Girona,Jesús
2312,Suelo,Alquiler,Girona,Joaquín
2313,Suelo,Alquiler,Barcelona,Carmen
2314,Local,Alquiler,Lleida,Luisa
2315,Parking,Venta,Girona,Carmen
2316,Parking,Venta,Tarragona,Carmen
2317,Suelo,Venta,Tarragona,Jesús
2318,Piso,Venta,Lleida,Joaquín
2319,Oficina,Alquiler,Tarragona,Carmen
2320,Casa,Alquiler,Tarragona,Jesús
2321,Casa,Alquiler,Barcelona,Joaquín
2322,Local,Venta,Tarragona,Luisa
2323,Piso,Venta,Girona,Joaquín
2324,Parking,Alquiler,Barcelona,Carmen
2325,Casa,Venta,Girona,Luisa
2326,Industrial,Venta,Tarragona,Carmen
2327,Local,Alquiler,Barcelona,María
2328,Local,Venta,Tarragona,Pedro
2329,Parking,Alquiler,Tarragona,Carmen
2330,Parking,Venta,Lleida,Joaquín
2331,Industrial,Venta,Lleida,Joaquín
2332,Industrial,Venta,Lleida,Joaquín
2333,Industrial,Venta,Barcelona,María
2334,Oficina,Venta,Girona,Luisa
2335,Industrial,Alquiler,Barcelona,Carmen
2336,Local,Venta,Barcelona,Pedro
2337,Industrial,Alquiler,Girona,Jesús
2338,Local,Venta,Lleida,Carmen
2339,Casa,Venta,Tarragona,Pedro
2340,Piso,Venta,Girona,Carmen
2341,Suelo,Venta,Lleida,María
2342,Piso,Alquiler,Lleida,Luisa
2343,Oficina,Alquiler,Girona,Luisa
2344,Oficina,Alquiler,Barcelona,Luisa
2345,Industrial,Venta,Lleida,Luisa
2346,Oficina,Venta,Girona,Carmen
2347,Suelo,Alquiler,Lleida,Luisa
2348,Casa,Venta,Girona,María
2349,Oficina,Venta,Lleida,Carmen
2350,Parking,Alquiler,Lleida,Joaquín
2351,Local,Venta,Tarragona,María
2352,Oficina,Venta,Barcelona,Joaquín
2353,Suelo,Alquiler,Lleida,Luisa
2354,Casa,Venta,Barcelona,Luisa
2355,Parking,Venta,Girona,Jesús
2356,Industrial,Alquiler,Girona,María
2357,Suelo,Venta,Girona,Carmen
2358,Suelo,Alquiler,Girona,Carmen
2359,Piso,Alquiler,Tarragona,Luisa
2360,Local,Venta,Barcelona,Luisa
2361,Industrial,Alquiler,Tarragona,Pedro
2362,Parking,Alquiler,Tarragona,Joaquín
2363,Parking,Alquiler,Girona,María
2364,Local,Alquiler,Tarragona,Luisa
2365,Parking,Alquiler,Tarragona,Jesús
2366,Local,Venta,Tarragona,María
2367,Casa,Venta,Lleida,Jesús
2368,Piso,Alquiler,Lleida,Joaquín
2369,Piso,Alquiler,Lleida,Joaquín
2370,Suelo,Venta,Lleida,Luisa
2371,Local,Alquiler,Girona,María
2372,Piso,Venta,Barcelona,Joaquín
2373,Piso,Venta,Lleida,Carmen
2374,Local,Venta,Girona,María
2375,Casa,Alquiler,Tarragona,Luisa
2376,Parking,Alquiler,Girona,Pedro
2377,Local,Venta,Barcelona,Jesús
2378,Piso,Venta,Barcelona,Carmen
2379,Piso,Alquiler,Tarragona,Joaquín
2380,Parking,Venta,Girona,María
2381,Casa,Venta,Barcelona,María
2382,Industrial,Alquiler,Girona,Carmen
2383,Casa,Venta,Girona,Pedro
2384,Industrial,Alquiler,Barcelona,Carmen
2385,Piso,Alquiler,Lleida,María
2386,Casa,Venta,Girona,Luisa
2387,Parking,Venta,Lleida,Carmen
2388,Local,Alquiler,Girona,Luisa
2389,Casa,Venta,Lleida,Luisa
2390,Casa,Alquiler,Barcelona,Luisa
2391,Oficina,Venta,Lleida,María
2392,Piso,Alquiler,Tarragona,Carmen
2393,Industrial,Venta,Girona,Carmen
2394,Piso,Alquiler,Tarragona,Luisa
2395,Local,Venta,Barcelona,Joaquín
2396,Parking,Alquiler,Barcelona,Jesús
2397,Parking,Alquiler,Tarragona,María
2398,Piso,Venta,Tarragona,Jesús
2399,Suelo,Alquiler,Lleida,Pedro
2400,Local,Venta,Girona,María
2401,Suelo,Alquiler,Lleida,Jesús
2402,Oficina,Alquiler,Lleida,Luisa
2403,Oficina,Venta,Girona,Luisa
2404,Parking,Alquiler,Barcelona,Pedro
2405,Suelo,Alquiler,Tarragona,Luisa
2406,Local,Venta,Barcelona,Jesús
2407,Piso,Alquiler,Tarragona,María
2408,Suelo,Alquiler,Lleida,Carmen
2409,Parking,Venta,Tarragona,Jesús
2410,Industrial,Venta,Tarragona,Joaquín
2411,Local,Alquiler,Girona,Joaquín
2412,Suelo,Alquiler,Tarragona,Joaquín
2413,Oficina,Alquiler,Lleida,Pedro
2414,Oficina,Venta,Girona,María
2415,Suelo,Venta,Girona,Jesús
2416,Local,Venta,Girona,María
2417,Industrial,Alquiler,Girona,María
2418,Oficina,Alquiler,Lleida,Luisa
2419,Piso,Alquiler,Lleida,Luisa
2420,Industrial,Alquiler,Tarragona,María
2421,Industrial,Venta,Tarragona,Luisa
2422,Oficina,Alquiler,Girona,Carmen
2423,Oficina,Alquiler,Barcelona,Jesús
2424,Suelo,Venta,Barcelona,Joaquín
2425,Suelo,Venta,Girona,Jesús
2426,Parking,Venta,Barcelona,Luisa
2427,Industrial,Alquiler,Lleida,María
2428,Casa,Venta,Girona,
2429,Casa,Venta,Girona,Pedro
2430,Suelo,Venta,Lleida,Luisa
2431,Local,Alquiler,Barcelona,Carmen
2432,Piso,Venta,Girona,Carmen
2433,Casa,Alquiler,Tarragona,Pedro
2434,Parking,Alquiler,Lleida,Joaquín
2435,Suelo,Venta,Girona,
2436,Casa,Alquiler,Tarragona,Jesús
2437,Piso,Venta,Lleida,Carmen
2438,Piso,Alquiler,Barcelona,Jesús
2439,Industrial,Alquiler,Girona,Luisa
2440,Piso,Alquiler,Barcelona,María
2441,Local,Alquiler,Lleida,Jesús
2442,Piso,Alquiler,Girona,
2443,Oficina,Alquiler,Tarragona,Joaquín
2444,Parking,Alquiler,Lleida,Carmen
2445,Piso,Alquiler,Girona,Luisa
2446,Piso,Venta,Girona,Pedro
2447,Local,Alquiler,Tarragona,Luisa
2448,Suelo,Venta,Barcelona,Joaquín
2449,Parking,Venta,Girona,Carmen
2450,Oficina,Venta,Barcelona,Joaquín
2451,Suelo,Venta,Lleida,Joaquín
2452,Local,Venta,Tarragona,Pedro
2453,Casa,Alquiler,Lleida,María
2454,Casa,Venta,Tarragona,María
2455,Casa,Venta,Barcelona,Joaquín
2456,Piso,Venta,Lleida,Luisa
2457,Casa,Alquiler,Tarragona,Carmen
2458,Casa,Venta,Lleida,María
2459,Casa,Alquiler,Barcelona,Luisa
2460,Parking,Alquiler,Girona,Carmen
2461,Piso,Venta,Lleida,María
2462,Piso,Venta,Girona,Luisa
2463,Suelo,Venta,Tarragona,Carmen
2464,Industrial,Venta,Lleida,Pedro
2465,Oficina,Alquiler,Tarragona,
2466,Piso,Venta,Lleida,Jesús
2467,Piso,Venta,Barcelona,Pedro
2468,Casa,Venta,Barcelona,Carmen
2469,Parking,Venta,Girona,María
2470,Parking,Alquiler,Tarragona,Joaquín
2471,Oficina,Venta,Tarragona,Carmen
2472,Parking,Alquiler,Barcelona,Joaquín
2473,Local,Venta,Lleida,Carmen
2474,Piso,Alquiler,Lleida,María
2475,Local,Alquiler,Tarragona,Pedro
2476,Suelo,Alquiler,Lleida,Carmen
2477,Suelo,Venta,Girona,Pedro
2478,Parking,Venta,Tarragona,Jesús
2479,Parking,Alquiler,Tarragona,
2480,Oficina,Venta,Lleida,Jesús
2481,Industrial,Venta,Barcelona,María
2482,Industrial,Alquiler,Girona,
2483,Local,Alquiler,Lleida,Luisa
2484,Industrial,Alquiler,Tarragona,Carmen
2485,Casa,Venta,Girona,Joaquín
2486,Suelo,Alquiler,Girona,Pedro
2487,Suelo,Alquiler,Tarragona,Pedro
2488,Suelo,Alquiler,Lleida,Joaquín
2489,Industrial,Alquiler,Tarragona,
2490,Local,Venta,Girona,Joaquín
2491,Local,Venta,Girona,Joaquín
2492,Industrial,Alquiler,Tarragona,Luisa
2493,Casa,Venta,Girona,Jesús
2494,Piso,Venta,Girona,
2495,Piso,Venta,Barcelona,Carmen
2496,Local,Alquiler,Tarragona,Pedro
2497,Piso,Alquiler,Barcelona,Pedro
2498,Local,Alquiler,Lleida,
2499,Oficina,Venta,Barcelona,María
2500,Casa,Alquiler,Girona,Jesús
2501,Suelo,Venta,Tarragona,
2502,Parking,Venta,Girona,Pedro
2503,Local,Venta,Barcelona,
2504,Oficina,Venta,Lleida,María
2505,Local,Alquiler,Girona,María
2506,Oficina,Venta,Lleida,
2507,Suelo,Venta,Girona,
2508,Industrial,Alquiler,Tarragona,Joaquín
2509,Suelo,Venta,Barcelona,María
2510,Parking,Alquiler,Lleida,Pedro
2511,Piso,Venta,Tarragona,Pedro
2512,Casa,Venta,Barcelona,Jesús
2513,Industrial,Venta,Lleida,Jesús
2514,Local,Alquiler,Lleida,María
2515,Suelo,Alquiler,Tarragona,Jesús
2516,Local,Alquiler,Girona,Jesús
2517,Casa,Venta,Tarragona,
2518,Oficina,Alquiler,Lleida,María
2519,Oficina,Venta,Girona,Jesús
2520,Oficina,Venta,Lleida,Joaquín
2521,Local,Alquiler,Girona,Jesús
2522,Casa,Alquiler,Barcelona,Jesús
2523,Industrial,Venta,Tarragona,Pedro
2524,Casa,Alquiler,Tarragona,Carmen
2525,Oficina,Alquiler,Tarragona,Carmen
2526,Suelo,Venta,Lleida,Jesús
2527,Suelo,Alquiler,Barcelona,Joaquín
2528,Suelo,Alquiler,Barcelona,Carmen
2529,Parking,Alquiler,Barcelona,María
2530,Casa,Alquiler,Tarragona,María
2531,Piso,Venta,Tarragona,
2532,Parking,Alquiler,Lleida,Pedro
2533,Oficina,Venta,Girona,Jesús
2534,Piso,Venta,Lleida,Pedro
2535,Piso,Venta,Girona,
2536,Piso,Alquiler,Girona,Jesús
2537,Casa,Venta,Lleida,Joaquín
2538,Piso,Alquiler,Girona,Carmen
2539,Suelo,Alquiler,Girona,
2540,Suelo,Venta,Lleida,Pedro
2541,Oficina,Venta,Girona,Joaquín
2542,Industrial,Venta,Girona,
2543,Industrial,Alquiler,Barcelona,Joaquín
2544,Industrial,Venta,Girona,María
2545,Parking,Alquiler,Girona,Jesús
2546,Parking,Alquiler,Lleida,Carmen
2547,Industrial,Venta,Girona,Luisa
2548,Parking,Alquiler,Tarragona,Carmen
2549,Parking,Alquiler,Barcelona,María
2550,Suelo,Alquiler,Tarragona,Carmen
2551,Industrial,Alquiler,Lleida,
2552,Industrial,Alquiler,Girona,Luisa
2553,Industrial,Alquiler,Barcelona,Carmen
2554,Casa,Venta,Barcelona,Luisa
2555,Oficina,Venta,Barcelona,Joaquín
2556,Parking,Alquiler,Barcelona,Jesús
2557,Industrial,Alquiler,Barcelona,Luisa
2558,Local,Alquiler,Girona,Luisa
2559,Piso,Venta,Girona,
2560,Piso,Alquiler,Girona,María
2561,Industrial,Venta,Girona,
2562,Piso,Alquiler,Barcelona,Joaquín
