Vendedor,Referencia,Fecha Alta,Tipo,Operación,Provincia,Superficie,Precio Venta,Fecha Venta
Carmen,1326,2005-04-19,Industrial,Alquiler,Barcelona,152,651472,2005-09-13
Carmen,1328,2005-04-20,Parking,Alquiler,Barcelona,273,2306031,2005-09-25
Carmen,1329,2005-04-20,Oficina,Venta,Girona,182,1367366,2005-07-21
Carmen,1330,2005-04-20,Casa,Alquiler,Lleida,263,2094795,2006-02-12
Luisa,1331,2005-04-21,Piso,Venta,Tarragona,176,1435632,2006-03-10
Luisa,1332,2005-04-21,Parking,Alquiler,Tarragona,281,1619122,2005-09-26
María,1335,2005-04-22,Local,Venta,Tarragona,229,954930,2005-08-15
Pedro,1336,2005-04-22,Industrial,Alquiler,Tarragona,266,2583126,2005-12-02
Carmen,1340,2005-04-24,Oficina,Venta,Tarragona,172,1033548,2006-01-01
Luisa,1341,2005-04-25,Local,Venta,Girona,132,1007688,2005-12-26
Carmen,1342,2005-04-25,Parking,Venta,Barcelona,194,1698664,2006-03-20
Carmen,1343,2005-04-25,Suelo,Alquiler,Barcelona,269,2292149,2006-01-22
Carmen,1344,2005-04-25,Parking,Venta,Tarragona,285,1500240,2005-08-20
Pedro,1347,2005-04-26,Local,Venta,Barcelona,115,950015,2005-09-26
Joaquín,1348,2005-04-26,Casa,Venta,Lleida,201,1850004,2006-01-15
Joaquín,1349,2005-04-26,Casa,Venta,Barcelona,102,892704,2006-01-22
Jesús,1352,2005-04-27,Piso,Venta,Girona,189,1064637,2005-11-29
Luisa,1353,2005-04-27,Industrial,Alquiler,Barcelona,269,1702501,2005-12-10
Jesús,1354,2005-04-28,Industrial,Venta,Barcelona,242,2418064,2005-10-24
Luisa,1355,2005-04-28,Piso,Alquiler,Tarragona,158,886222,2006-04-24
Pedro,1356,2005-04-28,Suelo,Venta,Barcelona,161,1421308,2005-11-12
Luisa,1357,2005-04-28,Local,Venta,Lleida,285,1827420,2006-02-06
Carmen,1358,2005-04-29,Local,Venta,Tarragona,274,2474494,2006-03-25
Jesús,1359,2005-04-29,Parking,Venta,Tarragona,256,1059328,2006-04-17
María,1360,2005-04-29,Parking,Venta,Tarragona,196,1201480,2005-09-18
Carmen,1361,2005-04-30,Local,Venta,Tarragona,186,1179612,2005-10-06
Luisa,1362,2005-04-30,Oficina,Alquiler,Tarragona,172,1441188,2006-04-12
Joaquín,1363,2005-04-30,Casa,Venta,Girona,157,729579,2006-01-01
Pedro,1366,2005-05-01,Suelo,Venta,Tarragona,104,850720,2006-03-28
Joaquín,1369,2005-05-02,Parking,Alquiler,Lleida,128,976384,2006-04-19
Luisa,1370,2005-05-02,Oficina,Alquiler,Lleida,240,1270800,2006-04-25
Carmen,1372,2005-05-04,Industrial,Venta,Barcelona,286,2633774,2005-09-01
Pedro,1373,2005-05-04,Suelo,Venta,Lleida,224,2211328,2006-02-23
Joaquín,1374,2005-05-04,Local,Venta,Barcelona,214,1287210,2005-12-21
Jesús,1375,2005-05-04,Casa,Venta,Girona,175,1363950,2005-09-11
María,1376,2005-05-04,Casa,Venta,Lleida,104,609128,2005-12-27
Luisa,1377,2005-05-05,Industrial,Venta,Tarragona,128,832000,2005-10-06
Pedro,1378,2005-05-05,Oficina,Alquiler,Tarragona,186,1543428,2005-08-25
Joaquín,1379,2005-05-06,Parking,Alquiler,Barcelona,119,1013523,2005-08-17
Jesús,1380,2005-05-06,Industrial,Venta,Girona,192,958464,2005-08-13
Jesús,1382,2005-05-06,Parking,Venta,Tarragona,248,1352096,2006-03-14
Luisa,1383,2005-05-06,Industrial,Venta,Girona,167,814793,2006-02-27
María,1384,2005-05-07,Oficina,Alquiler,Lleida,101,634583,2006-04-21
María,1385,2005-05-08,Parking,Venta,Barcelona,258,2066064,2005-11-25
Luisa,1386,2005-05-08,Casa,Alquiler,Barcelona,245,1244600,2006-01-03
Carmen,1387,2005-05-08,Oficina,Alquiler,Lleida,141,843180,2005-12-25
Joaquín,1388,2005-05-08,Casa,Venta,Girona,270,2288520,2005-11-02
María,1389,2005-05-08,Parking,Venta,Girona,203,1892772,2006-03-26
Carmen,1390,2005-05-09,Oficina,Venta,Lleida,111,924741,2006-03-15
Carmen,1391,2005-05-09,Industrial,Alquiler,Girona,160,804640,2006-04-03
Carmen,1392,2005-05-09,Suelo,Alquiler,Girona,235,1046925,2005-12-05
Jesús,1394,2005-05-09,Casa,Venta,Barcelona,254,2011934,2006-03-04
Carmen,1395,2005-05-10,Local,Venta,Girona,252,1923264,2005-09-21
Jesús,1396,2005-05-10,Industrial,Alquiler,Lleida,292,1177052,2006-04-30
Luisa,1397,2005-05-10,Local,Alquiler,Lleida,223,1623217,2005-08-12
María,1398,2005-05-10,Oficina,Alquiler,Barcelona,107,899014,2006-04-09
María,1399,2005-05-11,Oficina,Venta,Girona,166,804768,2005-12-04
María,1400,2005-05-13,Suelo,Venta,Lleida,190,1670100,2005-11-10
Pedro,1401,2005-05-13,Casa,Venta,Barcelona,280,2349200,2006-04-13
Pedro,1402,2005-05-13,Industrial,Venta,Tarragona,155,1133050,2006-02-28
María,1403,2005-05-14,Suelo,Alquiler,Girona,254,2417572,2005-09-20
Joaquín,1404,2005-05-15,Local,Venta,Barcelona,188,1453428,2005-09-14
Joaquín,1406,2005-05-15,Parking,Venta,Barcelona,163,1531222,2005-10-28
Luisa,1407,2005-05-16,Oficina,Venta,Tarragona,233,1864000,2005-12-06
Luisa,1408,2005-05-16,Parking,Venta,Barcelona,185,1384355,2005-11-15
Pedro,1409,2005-05-16,Industrial,Venta,Lleida,206,1733696,2005-09-16
María,1411,2005-05-18,Piso,Alquiler,Tarragona,119,999481,2005-09-08
Jesús,1412,2005-05-18,Industrial,Alquiler,Girona,233,2120067,2006-02-24
Joaquín,1413,2005-05-18,Oficina,Venta,Barcelona,159,742848,2005-10-12
Joaquín,1414,2005-05-21,Piso,Alquiler,Tarragona,209,1206766,2005-11-09
Carmen,1415,2005-05-21,Suelo,Alquiler,Barcelona,179,896969,2005-09-14
Joaquín,1417,2005-05-21,Piso,Venta,Tarragona,262,1137866,2005-10-23
Joaquín,1419,2005-05-21,Industrial,Alquiler,Barcelona,244,1300276,2006-03-21
Pedro,1420,2005-05-21,Oficina,Venta,Tarragona,169,1040871,2005-09-02
Joaquín,1421,2005-05-22,Industrial,Venta,Barcelona,196,1584856,2005-09-02
Pedro,1422,2005-05-22,Parking,Alquiler,Girona,282,1132230,2006-03-20
Jesús,1423,2005-05-23,Parking,Alquiler,Tarragona,280,1240400,2005-11-04
Luisa,1424,2005-05-23,Local,Alquiler,Barcelona,185,1583785,2005-09-17
Carmen,1427,2005-05-24,Parking,Alquiler,Girona,223,2228439,2005-09-17
Luisa,1428,2005-05-24,Suelo,Alquiler,Tarragona,195,1539135,2005-10-02
María,1429,2005-05-25,Local,Alquiler,Lleida,200,1046800,2006-03-03
Jesús,1431,2005-05-25,Piso,Venta,Barcelona,208,1792128,2006-04-15
Pedro,1433,2005-05-26,Industrial,Alquiler,Tarragona,273,1610973,2006-03-21
Jesús,1434,2005-05-27,Parking,Venta,Tarragona,134,572984,2005-12-30
Jesús,1436,2005-05-27,Industrial,Venta,Lleida,175,1428350,2005-11-08
Joaquín,1437,2005-05-27,Industrial,Venta,Barcelona,261,1435239,2006-03-22
Carmen,1438,2005-05-28,Parking,Venta,Lleida,108,1001376,2006-02-10
Luisa,1439,2005-05-28,Industrial,Venta,Girona,233,1306664,2005-10-30
Luisa,1440,2005-05-28,Parking,Venta,Girona,255,1504755,2005-10-31
Carmen,1441,2005-05-29,Industrial,Alquiler,Tarragona,249,2116251,2006-01-14
María,1442,2005-05-29,Industrial,Venta,Barcelona,160,1496320,2006-05-08
Joaquín,1444,2005-05-29,Piso,Alquiler,Lleida,204,958392,2006-01-21
Luisa,1445,2005-05-29,Piso,Alquiler,Barcelona,137,585812,2006-01-26
María,1448,2005-05-31,Oficina,Alquiler,Lleida,188,1579012,2006-04-14
Jesús,1451,2005-06-02,Suelo,Venta,Barcelona,269,1779435,2006-05-18
María,1453,2005-06-04,Suelo,Alquiler,Lleida,258,1687836,2006-03-25
Joaquín,1454,2005-06-04,Piso,Alquiler,Tarragona,193,1605374,2006-01-13
Jesús,1455,2005-06-04,Casa,Venta,Tarragona,182,1047774,2006-01-31
Joaquín,1456,2005-06-05,Oficina,Venta,Tarragona,223,2190752,2006-04-24
Pedro,1458,2005-06-05,Parking,Venta,Girona,277,1691085,2005-11-19
Carmen,1460,2005-06-06,Oficina,Alquiler,Girona,228,1039452,2006-01-11
Jesús,1461,2005-06-06,Local,Venta,Girona,129,563085,2005-12-18
Joaquín,1463,2005-06-07,Parking,Alquiler,Tarragona,177,1591584,2005-10-30
Luisa,1464,2005-06-07,Casa,Venta,Girona,179,1393157,2005-11-26
Joaquín,1466,2005-06-08,Suelo,Venta,Barcelona,132,802428,2006-02-15
María,1467,2005-06-09,Casa,Venta,Lleida,299,2333097,2005-09-15
Carmen,1468,2005-06-09,Oficina,Alquiler,Tarragona,131,1297686,2006-05-01
Joaquín,1470,2005-06-09,Industrial,Alquiler,Tarragona,274,2690954,2006-05-17
Luisa,1472,2005-06-10,Parking,Alquiler,Lleida,141,1250952,2006-02-26
Jesús,1473,2005-06-10,Piso,Venta,Barcelona,213,1955340,2006-04-23
Carmen,1474,2005-06-11,Casa,Alquiler,Tarragona,269,2549313,2006-02-20
Pedro,1476,2005-06-11,Parking,Alquiler,Lleida,248,2172232,2005-09-20
Joaquín,1478,2005-06-12,Casa,Alquiler,Tarragona,229,1504301,2006-04-08
María,1480,2005-06-13,Oficina,Venta,Barcelona,124,1053628,2006-04-13
Pedro,1481,2005-06-13,Local,Alquiler,Tarragona,261,1344933,2005-09-24
Jesús,1482,2005-06-13,Suelo,Alquiler,Barcelona,157,868367,2006-06-03
Luisa,1484,2005-06-13,Parking,Alquiler,Barcelona,282,2677590,2006-04-08
Jesús,1485,2005-06-14,Oficina,Venta,Barcelona,151,1484028,2006-03-24
Carmen,1486,2005-06-15,Local,Alquiler,Girona,167,1121906,2005-11-12
Carmen,1487,2005-06-15,Casa,Venta,Lleida,109,537915,2006-05-16
Joaquín,1488,2005-06-15,Suelo,Alquiler,Barcelona,106,704476,2006-02-07
Jesús,1489,2005-06-15,Suelo,Venta,Lleida,144,1323792,2005-09-17
Pedro,1490,2005-06-16,Parking,Venta,Barcelona,112,691712,2006-04-10
Carmen,1491,2005-06-16,Oficina,Alquiler,Girona,138,1241034,2006-06-05
Carmen,1492,2005-06-16,Piso,Alquiler,Tarragona,165,1405305,2006-02-01
Joaquín,1493,2005-06-16,Industrial,Alquiler,Tarragona,250,1001750,2005-11-23
Carmen,1494,2005-06-17,Suelo,Alquiler,Tarragona,201,1471320,2006-03-11
Carmen,1495,2005-06-17,Casa,Venta,Girona,199,1590010,2006-04-13
Luisa,1496,2005-06-18,Suelo,Venta,Lleida,278,2520904,2006-05-12
Jesús,1497,2005-06-18,Piso,Venta,Tarragona,175,880075,2005-12-15
Luisa,1499,2005-06-19,Industrial,Alquiler,Barcelona,175,1084300,2005-10-10
Joaquín,1500,2005-06-20,Industrial,Venta,Lleida,125,595750,2006-03-30
Carmen,1502,2005-06-21,Industrial,Venta,Girona,120,1175160,2005-11-28
Carmen,1503,2005-06-21,Industrial,Alquiler,Lleida,157,977011,2006-03-03
Joaquín,1504,2005-06-21,Industrial,Venta,Girona,190,778430,2005-11-14
Jesús,1506,2005-06-22,Suelo,Alquiler,Girona,256,2512640,2006-03-16
Luisa,1507,2005-06-22,Parking,Venta,Tarragona,118,716260,2006-04-04
María,1508,2005-06-22,Casa,Venta,Girona,274,2594780,2006-02-23
Pedro,1509,2005-06-22,Piso,Venta,Girona,244,2180628,2006-02-05
Joaquín,1510,2005-06-22,Parking,Venta,Tarragona,163,763329,2006-02-05
Carmen,1511,2005-06-23,Piso,Venta,Lleida,213,1587063,2006-02-02
María,1512,2005-06-23,Casa,Alquiler,Girona,261,2419209,2006-05-25
Luisa,1513,2005-06-24,Piso,Venta,Lleida,199,987040,2006-01-11
María,1514,2005-06-24,Suelo,Alquiler,Girona,110,781000,2006-02-25
Luisa,1515,2005-06-26,Piso,Alquiler,Lleida,200,1689000,2005-09-30
Carmen,1516,2005-06-27,Industrial,Venta,Lleida,182,805714,2006-03-20
Joaquín,1517,2005-06-28,Suelo,Alquiler,Girona,139,1217501,2005-11-20
Carmen,1518,2005-06-28,Local,Alquiler,Girona,151,1456999,2005-10-01
Carmen,1520,2005-06-28,Local,Venta,Lleida,175,999950,2005-10-30
Pedro,1523,2005-06-29,Local,Venta,Lleida,158,1454232,2006-01-24
María,1524,2005-06-29,Piso,Alquiler,Tarragona,134,880380,2005-12-11
Carmen,1525,2005-06-30,Local,Venta,Tarragona,252,2283372,2006-02-12
María,1528,2005-06-30,Oficina,Alquiler,Girona,204,1132608,2005-11-12
María,1529,2005-06-30,Oficina,Alquiler,Girona,185,1257075,2006-06-06
Joaquín,1531,2005-07-01,Local,Venta,Lleida,251,2325766,2005-10-20
Luisa,1532,2005-07-01,Piso,Alquiler,Girona,260,1542580,2006-05-03
Pedro,1534,2005-07-02,Local,Alquiler,Barcelona,217,1742293,2006-04-13
Jesús,1537,2005-07-04,Piso,Venta,Barcelona,197,1035826,2006-05-27
Pedro,1538,2005-07-04,Industrial,Alquiler,Girona,161,1405852,2006-05-14
Carmen,1539,2005-07-04,Oficina,Venta,Tarragona,103,850368,2005-10-30
Joaquín,1540,2005-07-05,Suelo,Alquiler,Tarragona,227,2223919,2005-11-19
Carmen,1541,2005-07-06,Local,Venta,Lleida,124,1045816,2006-03-12
Joaquín,1542,2005-07-06,Industrial,Venta,Tarragona,243,2401083,2006-04-08
Luisa,1544,2005-07-06,Parking,Venta,Lleida,199,1573493,2006-07-02
Jesús,1546,2005-07-07,Piso,Alquiler,Girona,135,1294110,2006-03-08
María,1547,2005-07-07,Piso,Venta,Barcelona,214,1258534,2006-01-27
María,1550,2005-07-09,Piso,Alquiler,Barcelona,176,804144,2005-11-24
Carmen,1551,2005-07-09,Suelo,Alquiler,Girona,167,944385,2006-02-15
Jesús,1552,2005-07-10,Parking,Venta,Barcelona,108,436428,2006-04-28
Joaquín,1553,2005-07-11,Piso,Alquiler,Barcelona,130,859040,2005-11-06
Luisa,1555,2005-07-12,Suelo,Alquiler,Barcelona,132,708840,2005-11-03
Joaquín,1556,2005-07-12,Piso,Alquiler,Tarragona,183,1388238,2006-06-13
Pedro,1557,2005-07-12,Local,Venta,Barcelona,159,1582845,2006-04-15
Joaquín,1558,2005-07-13,Suelo,Alquiler,Tarragona,163,830648,2005-10-30
Joaquín,1559,2005-07-13,Piso,Alquiler,Girona,138,824688,2006-05-16
Luisa,1560,2005-07-14,Casa,Alquiler,Girona,177,1074921,2005-10-25
Pedro,1561,2005-07-15,Casa,Alquiler,Barcelona,291,1823406,2006-05-02
Joaquín,1563,2005-07-15,Suelo,Venta,Girona,206,1881810,2006-07-10
Pedro,1564,2005-07-15,Parking,Venta,Lleida,240,1983840,2005-10-18
Pedro,1566,2005-07-16,Piso,Alquiler,Lleida,140,706440,2006-06-02
Jesús,1567,2005-07-16,Oficina,Alquiler,Tarragona,296,2057496,2005-11-13
Pedro,1568,2005-07-17,Piso,Alquiler,Lleida,210,2005080,2006-04-25
María,1569,2005-07-17,Oficina,Alquiler,Tarragona,273,2202837,2006-06-27
Carmen,1571,2005-07-18,Casa,Venta,Barcelona,127,583692,2006-01-11
María,1572,2005-07-18,Local,Alquiler,Barcelona,300,1716300,2006-04-21
Joaquín,1573,2005-07-18,Local,Venta,Barcelona,202,1271388,2006-01-10
Jesús,1574,2005-07-18,Piso,Alquiler,Barcelona,203,1699719,2006-01-10
Joaquín,1575,2005-07-19,Industrial,Venta,Barcelona,275,1620575,2006-02-18
Pedro,1576,2005-07-20,Piso,Alquiler,Lleida,298,2207286,2006-07-09
Luisa,1577,2005-07-20,Piso,Alquiler,Tarragona,288,1186560,2005-11-05
Jesús,1578,2005-07-20,Local,Venta,Girona,178,1723040,2006-04-05
María,1579,2005-07-20,Suelo,Venta,Tarragona,141,1207101,2006-02-20
Carmen,1580,2005-07-21,Piso,Venta,Tarragona,110,786830,2005-11-18
Jesús,1581,2005-07-21,Suelo,Alquiler,Tarragona,233,2224917,2005-10-27
María,1582,2005-07-21,Parking,Alquiler,Lleida,297,2463021,2006-03-13
Carmen,1583,2005-07-22,Suelo,Alquiler,Girona,300,1832100,2006-05-02
Luisa,1584,2005-07-22,Industrial,Venta,Girona,191,916418,2006-02-19
Pedro,1585,2005-07-22,Casa,Venta,Girona,203,1026774,2006-07-04
María,1586,2005-07-22,Industrial,Venta,Tarragona,291,1447434,2006-02-02
Joaquín,1587,2005-07-23,Parking,Venta,Lleida,101,478639,2006-01-07
Jesús,1588,2005-07-23,Local,Alquiler,Girona,245,2170945,2006-05-14
Carmen,1589,2005-07-23,Casa,Venta,Lleida,287,1607487,2005-11-01
Jesús,1590,2005-07-23,Suelo,Venta,Lleida,142,682168,2006-05-25
Jesús,1591,2005-07-24,Parking,Venta,Tarragona,255,1627920,2006-03-12
Luisa,1592,2005-07-24,Parking,Venta,Barcelona,207,1107864,2006-05-15
María,1596,2005-07-25,Suelo,Alquiler,Barcelona,264,2133120,2006-01-26
Pedro,1597,2005-07-26,Parking,Venta,Lleida,256,1656064,2006-02-02
Joaquín,1598,2005-07-26,Industrial,Alquiler,Girona,167,1606206,2005-12-11
Pedro,1599,2005-07-26,Suelo,Alquiler,Girona,245,1311730,2006-01-06
Carmen,1600,2005-07-27,Oficina,Alquiler,Lleida,114,764370,2006-02-24
Joaquín,1601,2005-07-28,Industrial,Venta,Lleida,136,1309544,2005-11-19
Pedro,1602,2005-07-28,Local,Alquiler,Tarragona,115,756355,2006-02-16
Carmen,1603,2005-07-28,Piso,Alquiler,Barcelona,165,687720,2006-02-20
Carmen,1604,2005-07-29,Suelo,Venta,Tarragona,132,807048,2005-10-31
Carmen,1605,2005-07-30,Casa,Alquiler,Barcelona,260,1301560,2005-12-29
Luisa,1606,2005-07-31,Piso,Alquiler,Barcelona,211,1951328,2006-01-03
Luisa,1607,2005-07-31,Parking,Alquiler,Lleida,106,437674,2005-12-08
María,1608,2005-08-01,Oficina,Venta,Barcelona,139,740731,2006-03-14
Carmen,1610,2005-08-01,Piso,Venta,Lleida,245,2292465,2006-06-10
Pedro,1612,2005-08-03,Oficina,Venta,Lleida,275,2110900,2006-07-24
Luisa,1614,2005-08-03,Suelo,Alquiler,Tarragona,152,960032,2006-04-11
Pedro,1616,2005-08-03,Oficina,Alquiler,Lleida,126,757260,2006-07-23
Joaquín,1618,2005-08-04,Local,Alquiler,Tarragona,135,990360,2005-12-03
María,1619,2005-08-04,Casa,Alquiler,Girona,222,1477410,2006-05-06
María,1621,2005-08-04,Casa,Venta,Girona,286,1658800,2005-11-27
Pedro,1622,2005-08-04,Industrial,Venta,Tarragona,233,1782683,2006-07-28
María,1626,2005-08-05,Local,Venta,Barcelona,188,1209216,2006-03-14
Jesús,1627,2005-08-06,Parking,Venta,Barcelona,245,1202705,2005-12-10
Carmen,1628,2005-08-06,Parking,Venta,Girona,297,2440449,2006-08-03
Pedro,1631,2005-08-07,Local,Alquiler,Barcelona,300,1900200,2005-12-09
Carmen,1633,2005-08-07,Suelo,Venta,Lleida,201,1522977,2005-11-24
María,1635,2005-08-08,Piso,Alquiler,Barcelona,250,1669250,2006-01-04
Joaquín,1636,2005-08-08,Suelo,Venta,Girona,224,1448384,2005-12-20
Joaquín,1637,2005-08-08,Parking,Venta,Barcelona,112,829808,2006-03-29
Carmen,1638,2005-08-08,Piso,Venta,Girona,184,1156808,2006-04-26
Jesús,1639,2005-08-09,Parking,Venta,Lleida,300,2155200,2006-08-05
María,1640,2005-08-09,Parking,Alquiler,Tarragona,162,1297134,2006-02-14
Joaquín,1642,2005-08-10,Industrial,Venta,Lleida,276,2667816,2005-12-16
Luisa,1643,2005-08-10,Piso,Alquiler,Tarragona,130,1246050,2005-11-27
María,1644,2005-08-10,Local,Venta,Barcelona,269,2384954,2006-02-12
Pedro,1645,2005-08-10,Casa,Alquiler,Girona,133,958132,2006-06-04
Luisa,1646,2005-08-11,Parking,Venta,Girona,184,1147608,2006-06-29
Pedro,1647,2005-08-12,Local,Venta,Tarragona,297,2888325,2005-11-27
Pedro,1648,2005-08-12,Casa,Venta,Tarragona,118,545986,2006-02-27
Carmen,1649,2005-08-14,Local,Venta,Barcelona,119,906780,2005-11-21
Carmen,1653,2005-08-15,Piso,Alquiler,Lleida,159,761928,2006-02-05
Joaquín,1654,2005-08-15,Oficina,Alquiler,Lleida,137,804327,2005-12-17
María,1658,2005-08-16,Parking,Alquiler,Barcelona,232,1643256,2006-02-22
Joaquín,1659,2005-08-16,Suelo,Alquiler,Barcelona,221,1069640,2006-06-01
Carmen,1660,2005-08-16,Suelo,Alquiler,Lleida,212,1926868,2005-11-24
Carmen,1662,2005-08-17,Piso,Venta,Lleida,167,1423007,2006-04-08
María,1663,2005-08-18,Parking,Alquiler,Barcelona,224,986048,2006-02-10
Luisa,1664,2005-08-19,Oficina,Venta,Girona,272,2233120,2005-12-13
Joaquín,1665,2005-08-19,Industrial,Alquiler,Lleida,238,2275994,2006-06-15
María,1667,2005-08-22,Local,Venta,Barcelona,209,843106,2006-01-24
María,1668,2005-08-22,Oficina,Alquiler,Lleida,103,872204,2005-11-26
Jesús,1669,2005-08-23,Oficina,Alquiler,Girona,203,1933372,2006-01-31
Pedro,1670,2005-08-23,Local,Venta,Tarragona,263,1499889,2006-08-08
Pedro,1671,2005-08-24,Industrial,Venta,Tarragona,236,1707224,2006-02-05
Joaquín,1672,2005-08-25,Oficina,Venta,Girona,227,1789214,2005-12-02
Jesús,1673,2005-08-26,Industrial,Venta,Lleida,223,1509710,2006-01-11
María,1674,2005-08-26,Casa,Venta,Girona,242,2290046,2006-01-24
Jesús,1675,2005-08-26,Piso,Alquiler,Tarragona,216,2045304,2006-04-09
María,1676,2005-08-27,Oficina,Venta,Tarragona,239,2181353,2006-06-15
María,1677,2005-08-27,Industrial,Venta,Lleida,300,2625600,2006-01-08
María,1681,2005-08-28,Casa,Venta,Girona,284,1459192,2006-07-02
Jesús,1682,2005-08-28,Casa,Alquiler,Girona,265,1441070,2006-08-04
Luisa,1683,2005-08-28,Suelo,Venta,Tarragona,101,552773,2005-11-28
Carmen,1684,2005-08-28,Industrial,Alquiler,Girona,224,1932448,2006-02-03
Pedro,1685,2005-08-28,Piso,Alquiler,Barcelona,254,1191260,2006-07-27
Pedro,1688,2005-08-29,Piso,Alquiler,Lleida,252,1923516,2006-05-23
Carmen,1689,2005-08-29,Piso,Alquiler,Girona,108,581580,2006-08-04
Carmen,1690,2005-08-30,Parking,Venta,Girona,142,681884,2006-06-12
Jesús,1691,2005-08-30,Casa,Venta,Tarragona,139,785628,2006-01-10
Jesús,1693,2005-08-30,Suelo,Venta,Lleida,233,2171327,2006-01-09
Jesús,1694,2005-08-31,Local,Venta,Girona,275,1826825,2006-05-14
Jesús,1695,2005-08-31,Casa,Alquiler,Girona,248,1234048,2006-02-28
Carmen,1696,2005-08-31,Industrial,Venta,Barcelona,158,1473982,2006-08-29
María,1697,2005-09-01,Industrial,Venta,Girona,116,1143412,2006-07-03
Jesús,1698,2005-09-02,Industrial,Alquiler,Barcelona,213,1333593,2006-04-06
Jesús,1699,2005-09-03,Industrial,Alquiler,Barcelona,202,1558430,2006-01-26
Joaquín,1700,2005-09-03,Parking,Venta,Barcelona,163,1150128,2006-03-18
Luisa,1701,2005-09-03,Piso,Venta,Barcelona,245,1517285,2006-05-07
Pedro,1702,2005-09-04,Industrial,Alquiler,Lleida,198,840312,2006-05-27
Carmen,1703,2005-09-06,Industrial,Venta,Lleida,288,2171520,2006-08-28
María,1704,2005-09-06,Industrial,Venta,Barcelona,161,827057,2006-05-05
Pedro,1705,2005-09-06,Local,Alquiler,Tarragona,170,1429020,2005-12-14
Carmen,1706,2005-09-06,Industrial,Alquiler,Tarragona,261,2026404,2006-02-05
Jesús,1708,2005-09-07,Casa,Alquiler,Tarragona,205,1762180,2006-05-14
Joaquín,1709,2005-09-07,Parking,Alquiler,Barcelona,173,842683,2006-01-30
Joaquín,1710,2005-09-07,Local,Venta,Barcelona,272,2074000,2006-08-14
Carmen,1711,2005-09-08,Local,Venta,Barcelona,299,1424436,2006-01-17
Carmen,1712,2005-09-08,Parking,Alquiler,Lleida,115,907580,2006-07-11
María,1713,2005-09-09,Piso,Venta,Girona,201,1333434,2006-02-17
Joaquín,1714,2005-09-09,Suelo,Venta,Barcelona,129,617652,2006-09-03
Joaquín,1715,2005-09-09,Industrial,Alquiler,Tarragona,100,526800,2006-04-29
Joaquín,1716,2005-09-09,Oficina,Venta,Tarragona,187,1031305,2006-02-17
María,1717,2005-09-09,Parking,Alquiler,Tarragona,153,824517,2006-05-31
Carmen,1718,2005-09-09,Local,Venta,Barcelona,218,1911424,2006-07-22
Pedro,1719,2005-09-10,Industrial,Venta,Lleida,121,747659,2006-03-08
Carmen,1720,2005-09-10,Local,Venta,Barcelona,254,1668526,2005-12-29
Joaquín,1721,2005-09-10,Oficina,Alquiler,Lleida,173,994750,2006-09-02
Carmen,1722,2005-09-10,Piso,Alquiler,Tarragona,250,2478000,2006-04-27
Jesús,1723,2005-09-10,Oficina,Alquiler,Lleida,142,1201462,2006-08-06
Joaquín,1724,2005-09-10,Parking,Venta,Tarragona,270,1798470,2006-03-02
Luisa,1725,2005-09-11,Local,Alquiler,Barcelona,145,943805,2006-05-17
Jesús,1726,2005-09-11,Oficina,Alquiler,Lleida,194,1931658,2005-12-14
María,1727,2005-09-11,Industrial,Venta,Tarragona,271,2028164,2006-01-07
Joaquín,1728,2005-09-11,Piso,Alquiler,Tarragona,240,1602720,2006-06-03
Jesús,1729,2005-09-11,Suelo,Venta,Tarragona,185,1230990,2006-05-19
Luisa,1730,2005-09-12,Oficina,Venta,Tarragona,194,1490114,2005-12-18
Jesús,1731,2005-09-12,Parking,Venta,Tarragona,223,2143922,2006-04-20
Carmen,1733,2005-09-13,Industrial,Venta,Barcelona,140,864080,2006-02-08
Luisa,1734,2005-09-13,Oficina,Alquiler,Barcelona,223,974956,2006-07-23
María,1735,2005-09-14,Parking,Alquiler,Girona,258,1430352,2006-01-14
Jesús,1736,2005-09-14,Industrial,Alquiler,Tarragona,176,1043856,2006-05-25
Jesús,1738,2005-09-14,Casa,Alquiler,Tarragona,153,948600,2006-03-30
María,1740,2005-09-16,Local,Venta,Tarragona,145,598705,2005-12-17
Joaquín,1743,2005-09-17,Casa,Venta,Girona,292,2630336,2006-01-08
Joaquín,1745,2005-09-17,Casa,Venta,Tarragona,132,641520,2006-04-04
Jesús,1746,2005-09-19,Parking,Alquiler,Barcelona,193,1540140,2006-08-08
Jesús,1747,2005-09-20,Piso,Alquiler,Girona,240,2183760,2006-01-27
Joaquín,1748,2005-09-21,Piso,Alquiler,Barcelona,111,656676,2006-02-05
Joaquín,1749,2005-09-21,Piso,Alquiler,Tarragona,123,873546,2006-02-02
Luisa,1750,2005-09-21,Local,Venta,Girona,117,474084,2006-07-21
Jesús,1751,2005-09-21,Parking,Alquiler,Girona,258,1758786,2006-02-24
María,1752,2005-09-21,Piso,Venta,Tarragona,116,803300,2006-09-13
Pedro,1753,2005-09-21,Casa,Alquiler,Tarragona,185,1129980,2006-04-10
Luisa,1755,2005-09-22,Casa,Venta,Barcelona,182,1305304,2006-06-06
Carmen,1757,2005-09-24,Suelo,Alquiler,Tarragona,204,878424,2006-07-23
Carmen,1759,2005-09-25,Casa,Venta,Tarragona,232,2133472,2006-05-18
Carmen,1761,2005-09-26,Piso,Venta,Lleida,214,1689316,2006-01-17
