Tipo,Referencia,Fecha Alta,Operación,Provincia,Superficie,Precio Venta,Fecha Venta,Vendedor
Suelo,2808,2006-10-14,Alquiler,Tarragona,293,2560527,,
Industrial,2810,2006-10-15,Alquiler,Lleida,83,695789,2007-02-18,Carmen
Local,2812,2006-10-16,Venta,Tarragona,85,839630,,
Industrial,2816,2006-10-18,Alquiler,Barcelona,92,538568,,
Casa,2818,2006-10-18,Venta,Tarragona,44,224928,,
Casa,2825,2006-10-22,Venta,Lleida,275,2669425,2007-03-23,Jesús
Industrial,2837,2006-10-26,Venta,Girona,50,466850,,
Industrial,2838,2006-10-26,Alquiler,Girona,41,379291,2007-04-26,María
Local,2839,2006-10-26,Venta,Barcelona,53,506256,,
Suelo,2844,2006-10-29,Alquiler,Girona,73,660577,2007-03-25,Carmen
Parking,2847,2006-10-30,Alquiler,Lleida,63,416997,2007-03-13,Joaquín
Casa,2848,2006-10-30,Alquiler,Tarragona,99,455499,,
Oficina,2851,2006-10-31,Venta,Girona,294,2267622,,
Piso,2853,2006-11-01,Alquiler,Tarragona,260,2292160,2007-03-07,Jesús
Oficina,2855,2006-11-02,Alquiler,Lleida,47,400816,2007-03-28,Carmen
Suelo,2857,2006-11-03,Alquiler,Barcelona,283,2569923,2007-03-28,Pedro
Parking,2860,2006-11-03,Alquiler,Lleida,43,294722,2007-05-05,Jesús
Suelo,2861,2006-11-03,Alquiler,Barcelona,76,354084,,
Industrial,2863,2006-11-03,Venta,Girona,67,637103,2007-04-26,Pedro
Industrial,2869,2006-11-05,Alquiler,Barcelona,75,480600,,
Industrial,2871,2006-11-05,Venta,Lleida,246,2345364,,
Oficina,2874,2006-11-07,Venta,Girona,67,342705,,
Piso,2882,2006-11-09,Venta,Tarragona,55,238975,,
Casa,2883,2006-11-09,Venta,Barcelona,70,407610,,
Piso,2884,2006-11-09,Alquiler,Lleida,285,2565285,,
Local,2887,2006-11-10,Alquiler,Girona,61,265289,2007-02-17,Carmen
Industrial,2890,2006-11-12,Venta,Barcelona,72,449064,,
Industrial,2892,2006-11-13,Venta,Barcelona,262,2517034,,
Suelo,2900,2006-11-18,Venta,Girona,51,344811,,
Casa,2901,2006-11-18,Venta,Tarragona,70,598290,,
Local,2909,2006-11-22,Alquiler,Tarragona,228,2081868,,
Local,2912,2006-11-24,Venta,Lleida,218,2102174,,
Industrial,2914,2006-11-24,Alquiler,Tarragona,67,282405,,
Parking,2919,2006-11-27,Venta,Lleida,49,327271,,
Oficina,2920,2006-11-27,Alquiler,Girona,99,831204,,
Casa,2921,2006-11-27,Alquiler,Girona,77,360822,,
Suelo,2922,2006-11-27,Venta,Tarragona,60,288360,2007-03-25,Jesús
Casa,2923,2006-11-28,Alquiler,Tarragona,95,519365,,
Casa,2925,2006-11-28,Venta,Barcelona,49,367206,2007-04-03,Jesús
Parking,2930,2006-11-29,Venta,Girona,82,643290,,
Piso,2932,2006-11-30,Venta,Lleida,86,707350,,
Parking,2933,2006-11-30,Venta,Girona,44,353628,,
Local,2940,2006-12-02,Venta,Barcelona,94,789976,2007-03-08,María
Piso,2941,2006-12-03,Venta,Barcelona,274,2474220,,
Piso,2943,2006-12-04,Venta,Barcelona,261,2198403,2007-03-09,Joaquín
Industrial,2949,2006-12-07,Alquiler,Lleida,96,450336,,
Casa,2952,2006-12-07,Alquiler,Lleida,236,2133204,2007-03-13,Pedro
Industrial,2956,2006-12-08,Alquiler,Girona,59,432411,,
Piso,2957,2006-12-09,Venta,Tarragona,61,258030,,
Local,2961,2006-12-10,Alquiler,Tarragona,257,2170622,2007-04-18,Jesús
Casa,2967,2006-12-12,Venta,Barcelona,43,305128,,
Industrial,2971,2006-12-14,Alquiler,Barcelona,291,2797092,,
Industrial,2976,2006-12-16,Alquiler,Tarragona,48,249072,,
Oficina,2982,2006-12-17,Alquiler,Barcelona,72,339192,,
Industrial,2983,2006-12-18,Alquiler,Girona,85,670310,,
Suelo,2984,2006-12-18,Venta,Tarragona,93,910563,,
Casa,2986,2006-12-19,Venta,Barcelona,281,2244066,2007-03-26,Joaquín
Suelo,2990,2006-12-20,Venta,Barcelona,48,247584,2007-04-08,Joaquín
Parking,2992,2006-12-21,Venta,Lleida,95,776245,2007-04-15,Luisa
Casa,3002,2006-12-25,Alquiler,Girona,226,2041006,,
Industrial,3003,2006-12-25,Alquiler,Girona,80,709760,2007-05-02,Jesús
Casa,3004,2006-12-26,Alquiler,Girona,211,2086368,,
Casa,3005,2006-12-26,Alquiler,Girona,80,651360,,
Casa,3007,2006-12-26,Alquiler,Girona,297,2673000,,
Industrial,3015,2006-12-30,Alquiler,Lleida,62,333312,,
Oficina,3018,2006-12-31,Venta,Lleida,69,483828,2007-05-05,Pedro
Piso,3019,2006-12-31,Alquiler,Tarragona,64,478272,,
Industrial,3023,2007-01-02,Alquiler,Lleida,73,592030,,
Oficina,3025,2007-01-04,Alquiler,Lleida,293,2662784,,
Local,3026,2007-01-04,Alquiler,Lleida,94,821748,,
Parking,3028,2007-01-06,Venta,Girona,247,2398617,,
Oficina,3029,2007-01-06,Venta,Lleida,56,486416,,
Suelo,3030,2007-01-07,Alquiler,Girona,98,429730,,
Casa,3032,2007-01-08,Venta,Tarragona,67,643200,,
Oficina,3041,2007-01-09,Venta,Tarragona,90,713250,,
Parking,3042,2007-01-09,Venta,Barcelona,64,610816,,
Local,3043,2007-01-09,Venta,Lleida,92,709596,2007-04-17,Carmen
Suelo,3049,2007-01-10,Venta,Girona,57,269724,,
Piso,3055,2007-01-12,Venta,Tarragona,258,2204352,,
Piso,3056,2007-01-13,Alquiler,Barcelona,70,511700,,
Piso,3058,2007-01-13,Alquiler,Lleida,87,730452,,
Casa,3059,2007-01-14,Alquiler,Lleida,290,2797050,,
Suelo,3060,2007-01-14,Alquiler,Barcelona,289,2427311,,
Industrial,3062,2007-01-14,Venta,Tarragona,62,373240,,
Parking,3063,2007-01-15,Alquiler,Barcelona,71,537825,,
Suelo,3072,2007-01-18,Alquiler,Girona,253,2291421,,
Industrial,3075,2007-01-20,Venta,Girona,56,485240,,
Parking,3076,2007-01-20,Alquiler,Tarragona,216,2143368,,
Local,3080,2007-01-21,Alquiler,Girona,79,393736,,
Suelo,3086,2007-01-23,Venta,Tarragona,67,657270,,
Parking,3087,2007-01-23,Venta,Lleida,59,268332,,
Local,3090,2007-01-24,Venta,Tarragona,285,2321325,,
Local,3095,2007-01-27,Alquiler,Girona,50,302100,,
Industrial,3096,2007-01-27,Venta,Lleida,269,2189122,,
Industrial,3098,2007-01-29,Alquiler,Barcelona,79,381254,,
Oficina,3099,2007-01-29,Alquiler,Barcelona,296,2563064,,
Oficina,3101,2007-01-29,Venta,Lleida,273,2148783,,
Piso,3105,2007-02-01,Alquiler,Tarragona,79,659808,,
Parking,3110,2007-02-02,Alquiler,Girona,46,301346,,
Oficina,3116,2007-02-04,Venta,Lleida,71,285136,,
Piso,3118,2007-02-05,Venta,Tarragona,283,2449082,,
Parking,3121,2007-02-06,Alquiler,Tarragona,292,2658076,,
Parking,3123,2007-02-08,Venta,Tarragona,42,185010,,
Parking,3124,2007-02-09,Alquiler,Girona,252,2154096,,
Oficina,3126,2007-02-10,Venta,Tarragona,297,2902284,,
Industrial,3127,2007-02-10,Alquiler,Lleida,59,523802,,
Parking,3130,2007-02-11,Alquiler,Tarragona,62,443362,,
Parking,3132,2007-02-11,Venta,Barcelona,54,521910,,
Suelo,3133,2007-02-12,Alquiler,Barcelona,59,519023,,
Local,3136,2007-02-12,Venta,Barcelona,82,417626,,
Suelo,3137,2007-02-13,Alquiler,Girona,66,268488,,
Oficina,3139,2007-02-15,Alquiler,Tarragona,248,2357240,,
Piso,3149,2007-02-18,Venta,Girona,81,324648,,
Oficina,3151,2007-02-19,Alquiler,Girona,43,293303,,
Casa,3152,2007-02-19,Venta,Barcelona,61,260775,,
Industrial,3155,2007-02-20,Venta,Lleida,65,590785,,
Local,3157,2007-02-22,Alquiler,Barcelona,95,435670,,
Oficina,3159,2007-02-22,Venta,Tarragona,43,305945,,
Industrial,3162,2007-02-23,Venta,Barcelona,261,2186658,,
Suelo,3166,2007-02-24,Venta,Barcelona,87,348696,,
Local,3167,2007-02-25,Alquiler,Lleida,89,738700,,
Industrial,3169,2007-02-26,Alquiler,Lleida,291,2066100,,
Oficina,3171,2007-02-26,Venta,Girona,89,684588,,
Piso,3174,2007-02-27,Alquiler,Girona,64,520384,,
Local,3176,2007-02-27,Alquiler,Girona,99,825759,,
Oficina,3183,2007-03-03,Venta,Tarragona,61,606279,,
Piso,3184,2007-03-03,Alquiler,Barcelona,266,2233602,,
Piso,3188,2007-03-04,Alquiler,Tarragona,65,311090,,
Piso,3192,2007-03-05,Venta,Barcelona,280,2439640,,
Industrial,3193,2007-03-07,Venta,Girona,282,2019120,,
Parking,3194,2007-03-07,Alquiler,Barcelona,62,397606,,
Casa,3196,2007-03-07,Alquiler,Girona,221,2075632,,
Parking,3197,2007-03-07,Alquiler,Lleida,292,2262708,,
Casa,3200,2007-03-08,Alquiler,Tarragona,44,181192,,
Parking,3201,2007-03-09,Alquiler,Girona,93,849462,,
Parking,3204,2007-03-09,Venta,Lleida,61,350872,,
Local,3211,2007-03-12,Alquiler,Girona,82,601306,,
Local,3212,2007-03-13,Venta,Lleida,49,425173,,
Casa,3213,2007-03-14,Alquiler,Barcelona,53,503871,,
Casa,3216,2007-03-14,Venta,Lleida,63,319347,,
Piso,3218,2007-03-14,Venta,Tarragona,93,812913,,
Oficina,3219,2007-03-15,Alquiler,Barcelona,95,905920,,
Piso,3228,2007-03-17,Venta,Tarragona,53,325420,,
Suelo,3230,2007-03-17,Alquiler,Barcelona,88,476784,,
Industrial,3232,2007-03-18,Venta,Tarragona,44,306020,,
Industrial,3234,2007-03-19,Alquiler,Girona,99,763983,,
Oficina,3235,2007-03-19,Alquiler,Tarragona,76,347776,,
Casa,3236,2007-03-20,Alquiler,Girona,292,2765240,,
Industrial,3241,2007-03-21,Alquiler,Tarragona,59,555013,,
Suelo,3242,2007-03-21,Alquiler,Barcelona,60,586920,,
Oficina,3247,2007-03-23,Venta,Barcelona,95,940310,,
Suelo,3249,2007-03-23,Venta,Tarragona,41,192290,,
Parking,3251,2007-03-24,Venta,Girona,60,366780,,
Casa,3254,2007-03-25,Alquiler,Girona,79,495093,,
Piso,3256,2007-03-26,Alquiler,Girona,266,2010960,,
Parking,3265,2007-03-30,Venta,Girona,51,393057,,
Industrial,3268,2007-04-01,Alquiler,Barcelona,300,2908500,,
Suelo,3270,2007-04-01,Alquiler,Tarragona,73,622909,,
Casa,3275,2007-04-03,Venta,Barcelona,42,417564,,
Oficina,3276,2007-04-03,Venta,Girona,71,591004,,
Casa,3281,2007-04-06,Alquiler,Girona,276,2336340,,
Oficina,3283,2007-04-07,Venta,Girona,279,2384334,,
Suelo,3286,2007-04-07,Alquiler,Barcelona,257,2490587,,
Parking,3287,2007-04-08,Alquiler,Tarragona,76,443460,,
Local,3288,2007-04-09,Alquiler,Barcelona,293,2065357,,
Parking,3289,2007-04-09,Venta,Lleida,296,2914416,,
Industrial,3296,2007-04-11,Venta,Barcelona,89,414829,,
Suelo,3298,2007-04-12,Venta,Tarragona,282,2689434,,
Industrial,3301,2007-04-12,Alquiler,Lleida,45,448065,,
Industrial,3302,2007-04-12,Alquiler,Tarragona,225,2179125,,
Industrial,3312,2007-04-17,Alquiler,Tarragona,277,2129576,,
Oficina,3318,2007-04-21,Alquiler,Lleida,95,394250,,
Oficina,3320,2007-04-22,Alquiler,Tarragona,44,293172,,
Parking,3321,2007-04-23,Alquiler,Barcelona,81,607014,,
Local,3322,2007-04-23,Venta,Barcelona,44,180048,,
Piso,3323,2007-04-23,Venta,Barcelona,283,2686236,,
Oficina,3325,2007-04-24,Alquiler,Tarragona,52,463424,,
Industrial,3326,2007-04-25,Alquiler,Barcelona,296,2078216,,
Suelo,3328,2007-04-26,Venta,Lleida,55,355135,,
Piso,3329,2007-04-26,Venta,Barcelona,264,2517504,,
Parking,3330,2007-04-27,Venta,Barcelona,88,612568,,
Piso,3334,2007-04-29,Alquiler,Girona,55,454080,,
Suelo,3335,2007-04-30,Venta,Tarragona,78,740688,,
Piso,3336,2007-04-30,Alquiler,Barcelona,88,397408,,
Parking,3337,2007-04-30,Venta,Lleida,254,2140712,,
